game_id,white_player,black_player,white_elo,black_elo,game_started_at,game_ended_at,moves,winner,status,eco,name_of_opening,game_duration,num_of_moves
CRM8jeqV,Neftegor,dimke1997,2590,2579,2022-01-16 19:00:06.809000+00:00,2022-01-16 19:01:55.985000+00:00,d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 Nc6 O-O e5 d5 Nb8 e4 a5 Ne1 Na6 Nd3 Nd7 f4 Nac5 f5 Nxd3 Qxd3 Nc5 Qc2 c6 Be3 Bf6 h4 gxf5 exf5 Kh8 Rad1 Rg8 Bxc5 dxc5 dxc6,white,resign,E62,"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System",0 days 00:01:49.176000,20
VnjYMOtg,dimke1997,Neftegor,2573,2596,2022-01-16 18:54:33.832000+00:00,2022-01-16 19:00:03.652000+00:00,d4 Nf6 Nf3 e6 c4 Bb4+ Bd2 Qe7 g3 Nc6 Nc3 O-O Bg2 Bxc3 Bxc3 Ne4 Qc2 f5 O-O d6 d5 Nd8 dxe6 Nxe6 Rfd1 a5 b3 N6c5 Bb2 Bd7 e3 c6 Nd4 Rae8 a3 Qf7 b4 Ne6 Nxf5 Qxf5 Bxe4 Qh5 Rxd6 Bc8 Qc3 Re7 h4 Qg4 Bg2 Ref7 Rf1 Qe2 c5 Rxf2 Rxf2 Qxf2+ Kh2 Rf3 Qe5 Rf5 Qe4 Kf7 Be5 h5 Bf4 g6 Qd3 Ke7 Qc3 Rf7 Qe5 Qc2 Bg5+ Kf8 Qh8#,white,mate,E11,Bogo-Indian Defense: Nimzowitsch Variation,0 days 00:05:29.820000,37
r3iI0Bp3,Neftegor,dimke1997,2602,2567,2022-01-16 18:48:11.329000+00:00,2022-01-16 18:54:26.012000+00:00,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 g3 g6 Nde2 Bd7 Bg2 Qc8 h3 Bg7 Nf4 O-O Ncd5 Re8 c3 Ne5 O-O Nxd5 exd5 Nc4 Kh2 a5 Rb1 a4 Re1 b5 Nd3 Bf5 g4 Bxd3 Qxd3 a3 b3 Nb2 Qxb5 Qxc3 Re2 Nd3 Be3 Rab8 Qc6 Rec8 Qa6 Nb4 Qa7 Qd3 Rbe1 Nc2 Rd2 Qc3 Rc1 Qe5+ Kg1 Nxe3 Rxc8+ Rxc8 Qxe3 Rc1+ Bf1 Qa1 Qe2 Re1 Qc4 Be5 Kg2 Kg7 f4 Bc3 Rf2 Bd4 Rd2 Be3 Rc2 Qd1 Qd3 Rxf1 Qxd1 Rxd1 Kf3 Bc5 b4 Ra1 bxc5 dxc5 Ke3 Rb1 Kd3 Rd1+ Kc3 Rxd5 Kc4 e6 Kb3 h5 Kxa3 hxg4 hxg4 Rd4 Kb3 Rxf4 a4 Rf3+ Ka2 Rf4 Ka3 Rxa4+ Kxa4 f5 Kb5 fxg4 Kc4 Kf6 Kd3 g5 Ke3 g3,black,outoftime,B56,"Sicilian Defense: Classical Variation, Fianchetto Variation",0 days 00:06:14.683000,62
WOhSbscb,dimke1997,RFNUNEZ,2563,2410,2022-01-16 00:47:15.550000+00:00,2022-01-16 00:52:47.592000+00:00,d4 Nf6 c4 g6 Nf3 d5 cxd5 Nxd5 e4 Nf6 Nc3 Bg7 h3 O-O Be3 b6 Bd3 Bb7 O-O Nc6 a3 e5 dxe5 Nh5 e6 fxe6 Bc4 Kh8 Qxd8 Raxd8 Bxe6 Rxf3 gxf3 Ne5 f4 Nf3+ Kg2 Nh4+ Kh2 Nf3+ Kg2 Bxc3 bxc3 Bxe4 h4 Nxh4+ Kh3 Nf3 Rad1 Re8 Bg4 c5 Rd7 Nf6 Bxf3 Nxd7 Bxe4 Rxe4 Rd1 Nf6 Kg3 Rc4 Rd8+ Kg7 Ra8 Ra4 Rb8 Rxa3 Rb7+ Kf8 Rb8+ Kf7 Rb7+ Ke6 c4 Kf5 Re7 a5 Re5#,white,mate,D70,Neo-Grünfeld Defense: with Nf3,0 days 00:05:32.042000,39
Ek17baQu,C2H5OH3,dimke1997,2526,2558,2022-01-16 00:44:43.613000+00:00,2022-01-16 00:47:01.692000+00:00,g3 g6 Nh3 Bg7 f3 d5 Nf2 h5 Bg2 h4 g4 f5 h3 Nf6 d3 e5 Bg5 Be6 Nc3 d4 Nb1 Nc6 c3 Qd7 O-O Nd5 Qd2 Qf7 c4 Nde7 e4 dxe3 Bxe3 O-O-O Nc3 Bxc4 f4 e4 Rac1 Bxd3 Nxd3 Rxd3 Qf2 Rxe3,black,resign,A00,Hungarian Opening: Symmetrical Variation,0 days 00:02:18.079000,22
1IlEyRud,dimke1997,Hase64,2557,2589,2022-01-14 15:09:55.565000+00:00,2022-01-14 15:15:43.077000+00:00,d4 d6 c4 Nf6 Nf3 g6 g3 Bg7 Bg2 O-O O-O Nbd7 Nc3 e5 e4 Re8 h3 a6 Re1 exd4 Nxd4 Rb8 a4 Ne5 b3 Bd7 Be3 Nc6 Ra2 Nxd4 Bxd4 c5 Be3 Ng4 hxg4 Bxc3 Bd2 Bd4 Bf4 Bc6 Rd2 Re6 Rxd4 cxd4 Qxd4 Qe7 Rd1 Bxe4 Bxd6 Rxd6 Qxd6 Qxd6 Rxd6 Bc2 Rb6 a5 Rxb7 Rxb7 Bxb7 Bxb3 c5 Bxa4 c6 Kf8 c7 Bd7 c8=Q+ Bxc8 Bxc8 Ke7 Ba6 a4 Bc4 f6 Kg2 Kd6 Kf3 Kc5 Bg8 h6 Bf7 a3 Ke4 Kd6 Kd4 Ke7 Ba2 Kd6 f3 Kc6 Bb3 Kd6 Bd5 Kd7 Kc5 Ke7 Ba2 f5 gxf5 gxf5 f4 Kf6 Kd5 Kg6 Kd4 Kh5 Ke3 Kg4 Kf2 h5 Kg2 h4 gxh4 Kxh4 Kf3 Kh3 Be6 Kh4 Bf7 Kh3 Be6 Kh4 Bf7 Kh3 Be6,draw,draw,E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",0 days 00:05:47.512000,62
diuSbmng,Lupin0109,dimke1997,2527,2564,2022-01-13 01:55:29.811000+00:00,2022-01-13 02:01:24.763000+00:00,e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 h4 h5 d3 d6 Nh3 Rb8 a4 b6 Be3 Nd4 Qd2 Bb7 O-O Nf6 Ng5 Ng4 Nb5 a6 Bxd4 cxd4 Na3 O-O c4 Bh6 Nc2 e5 f3 Ne3 Nxe3 dxe3 Qe2 Qe7 f4 f6 Nh3 f5 Qxe3 exf4 Nxf4 fxe4 dxe4 Rbe8 Rae1 Qe5 Qxb6 Ba8 Nxg6 Rxf1+ Rxf1 Qxg3 Ne7+ Rxe7 Qd8+ Kh7 Qxe7+ Bg7 Rf7 Qe1+ Kh2,white,resign,B24,Sicilian Defense: Closed,0 days 00:05:54.952000,33
h0hwUVHc,dimke1997,dsyr,2561,2377,2022-01-13 00:57:19.061000+00:00,2022-01-13 01:00:42.425000+00:00,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd2 d5 Nf3 b6 cxd5 exd5 Rc1 h6 Nb5 Bd6 Nxd6 Qxd6 Bd3 a5 O-O Ba6 Qe2 Bxd3 Qxd3 Nbd7 Rc2 c5 dxc5 Nxc5 Qa3 Nfe4 Bc3 Rfc8 Bd4 Qe6 Rfc1 f6 b3 Rc6 b4 Rcc8 bxc5,white,resign,E46,Nimzo-Indian Defense: Normal Variation,0 days 00:03:23.364000,22
7nT0VUAC,dimke1997,Frogkiller,2561,2558,2022-01-13 00:51:34.734000+00:00,2022-01-13 00:57:07.134000+00:00,d4 c5 d5 d6 e4 Nf6 Nc3 a6 a4 e6 Nf3 exd5 Nxd5 Be7 Bc4 O-O O-O Bg4 h3 Bh5 Nf4 Bg6 Nxg6 hxg6 Re1 Nbd7 Bf4 Qc7 Qd2 Rab8 a5 Ne5 Nxe5 dxe5 Bg5 Nh5 Be3 Rbd8 Qc3 Nf4 Bf1 Ne6 Qc4 Bg5 Bxg5 Nxg5 b4 Rc8 b5 axb5 Qxb5 Ne6 c3 Rfd8 Bc4 Nf4 Rab1 Ra8 Qxb7 Rd7 Qxc7 Rxc7 a6 Raa7 Rb6 Kh7 Kh2 Rd7 g3 Nh5 Reb1 Nf6 Rb7 Nxe4 Rxd7 Rxd7 Rb7 Rd8 a7 Ra8 Bxf7 Nd6 Rd7 Nxf7 Rxf7 g5 g4 Kg6 Rc7 Kf6 Kg3 e4 h4 gxh4+ Kxh4 g5+ Kg3 Ke5 f3 exf3 Kxf3 Kd5 Ke3 Kc4 Ke4 Rg8 Kf5 Kb5 Rb7+ Kc4 Rb8 Rg7 a8=Q Kxc3 Qe4 Rf7+ Kg6 Rd7 Qe5+ Rd4 Rc8 Kd3 Rxc5 Re4 Rd5+ Ke3 Qxe4+ Kxe4 Rxg5 Kf4 Rf5+ Kxg4 Kf6 Kg3 Re5 Kg2 Ke6 Kg3 Re4 Kg2,draw,outoftime,A43,Benoni Defense: Old Benoni,0 days 00:05:32.400000,70
gKWzZ6XQ,dimke1997,ixtschentscha,2569,2438,2022-01-12 17:40:43.437000+00:00,2022-01-12 17:46:55.720000+00:00,d4 f5 Nf3 e6 g3 Nf6 Bg2 Be7 O-O O-O c4 d6 b3 a5 Nc3 Ne4 Bb2 Nd7 Nxe4 fxe4 Ne1 d5 f3 exf3 exf3 a4 Nc2 a3 Bc3 dxc4 bxc4 Nb6 Qe2 c5 Rad1 Qc7 d5 exd5 cxd5 Bd6 Ne3 Na4 Ba1 b6 Nc4 Ba6 Qe6+ Kh8 Nxd6 Bxf1 Kxf1 Nb2 Re1 Rad8 Nb5 Qb7 Kg1 Qa6 Nd6 Qa7 f4 c4 Nb5 Qa6 Qc6 Rc8 Nc7 Qa7 d6 b5+ Kh1 Nd3 Rf1 Nf2+ Rxf2 Qxf2 Bc3 Qe3 Qe4 Qc1+ Be1 Rfd8 Ne6 Rxd6 Qe5 Rd7 h4 c3 h5 h6 Bh3 c2 Nd4 Qxe1+ Qxe1 Rxd4,black,outoftime,A96,Dutch Defense: Classical Variation,0 days 00:06:12.283000,48
0x5C5vkG,ixtschentscha,dimke1997,2441,2565,2022-01-12 17:36:40.746000+00:00,2022-01-12 17:40:29.151000+00:00,e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 Nge2 e6 Be3 Nd4 Qd2 Rb8 Nc1 b6 Nd1 Bb7 c3 Nc6 d4 cxd4 cxd4 d5 e5 Nge7 g4 h5 h3 Rc8 Nd3 Na5 b3 Ba6 Nc3 Nec6 f4 Bf8 O-O hxg4 hxg4 Qh4 Qd1 Nxe5 Nxe5 Rxc3 Bd2 Rg3 Kf2 Rxg2+ Kxg2 Qh2+,black,resign,B25,Sicilian Defense: Closed,0 days 00:03:48.405000,27
Hr1E4jRQ,HallucinatingIQ,dimke1997,2536,2571,2022-01-12 15:31:43.696000+00:00,2022-01-12 15:34:39.976000+00:00,d4 Nf6 c4 g6 g3 Bg7 Bg2 O-O Nc3 d6 Nf3 Nc6 O-O e5 dxe5 dxe5 Bg5 h6 Qxd8 Rxd8 Bxf6 Bxf6 Nd5 Bg7 Nxc7 Rb8 Rfd1 Rxd1+ Rxd1 e4 Nd2 f5 b3 Be5 Nd5 Be6 Nf1 Kf7 Nfe3 Nd4 Kf1 Rd8 Nf4 Bc8 Ned5 g5 Nh5 Be6 g4 Bxh2 Rxd4,white,resign,E62,"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System",0 days 00:02:56.280000,25
Ro22ykot,Lightlike,dimke1997,2666,2575,2022-01-12 12:09:35.387000+00:00,2022-01-12 12:15:10.400000+00:00,e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 d6 Bc4 Nb6 Bb5+ Nc6 exd6 e6 Nf3 Bxd6 Nc3 Bd7 O-O Ne7 Bd3 Bc6 Ne5 O-O Bf4 Ng6 Nxc6 bxc6 Bxd6 Qxd6 Rc1 Rfd8 Ne2 Nd5 Qa4 Ngf4 Nxf4 Nxf4 Rfd1 Qd5 Bf1 Rac8 b3 c5 g3 Ng6 Bg2 Qh5 Qxa7 cxd4 Qxd4 Qxd1+ Qxd1 Rxd1+ Rxd1 Kf8 Be4 Ne7 Rd2 f5 Bf3 e5 Kf1 e4 Bd1 Nc6 a3 Ne5 Be2 Rc1+ Rd1 Rc2 a4,white,outoftime,B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",0 days 00:05:35.013000,37
6x1mZytY,dimke1997,Lightlike,2580,2662,2022-01-12 12:06:00.885000+00:00,2022-01-12 12:09:21.827000+00:00,d4 e6 c4 d5 Nc3 Be7 Nf3 Nf6 Bg5 h6 Bh4 O-O e3 b6 Qb3 Bb7 Bxf6 Bxf6 cxd5 exd5 Rd1 c6 Be2 Re8 O-O Nd7 Rd2 Nf8 Rc1 Ne6 Qd1 Be7 Ne1 Bd6 Nd3 Qh4 g3 Qh3 Bf1 Qf5 Bg2 Re7 b4 Rae8 b5 c5 dxc5 bxc5 Na4 c4 Nf4 Nxf4 exf4 Re1+ Qxe1 Rxe1+ Rxe1 Bb4 Re8+ Kh7 Rd1 Qc2,black,resign,D58,Queen's Gambit Declined: Tartakower Defense,0 days 00:03:20.942000,31
qIeuEPUr,dimke1997,HAGDRE,2586,2570,2022-01-12 00:52:02.728000+00:00,2022-01-12 00:54:54.005000+00:00,d4 Nf6 c4 e6 Nc3 c5 d5 exd5 cxd5 d6 e4 g6 f4 Bg7 Bb5+ Nbd7 e5 dxe5 fxe5 Nh5 e6 Qh4+ g3 Nxg3 hxg3 Qxh1 exd7+ Bxd7 Qe2+ Kd8 Be3 Re8 Bxd7 Kxd7 O-O-O Rxe3 Qb5+ Kd8 Qxb7 Rc8 d6 Qxb7,black,resign,A67,Benoni Defense: Taimanov Variation,0 days 00:02:51.277000,21
9ywotqeg,Unknown_Mp3Player,dimke1997,2781,2583,2022-01-11 17:40:22.922000+00:00,2022-01-11 17:46:41.284000+00:00,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Be3 e5 d5 Na6 g4 Nc5 f3 h5 h4 hxg4 b4 Na6 fxg4 Nxb4 h5 a5 g5 Nh7 Qd2 Bd7 c5 Na6 Bxa6 Rxa6 Qg2 Re8 Nf3 f5 gxf6 Qxf6 hxg6 Nf8 Nh4 dxc5 Kd2 Nxg6 Raf1 Nf4 Qg3 Rf8 Rhg1 Qh6 Nf3 Rg6 Bxf4 Rxg3 Bxh6 Rfxf3 Ke2 Bg4 Rxf3 Bxf3+ Kf2 Rxg1 Kxg1 Bxh6 Kf2 Bh5 Nb5 c4 Nxc7 c3 d6 c2 Ne6 c1=Q d7 Qe3+ Kg2 Qf3+ Kh2 Bf4+ Kg1 Qg3+ Kf1 Bg5 Nxg5 Qxg5 d8=Q+ Qxd8 Kf2 Qd4+ Kg3 Qxe4 a4 Qf3+ Kh4 Qd5 Kg3 Qc4 Kh2 Qxa4 Kg1 Qb4 Kh2 a4 Kg1 a3 Kh2 Qd2+ Kg1 Qd1+ Kg2 Qg1+ Kxg1,draw,outoftime,E73,King's Indian Defense: Semi-Averbakh System,0 days 00:06:18.362000,57
Ajpqv0e0,KaiJieSoo,dimke1997,2597,2588,2022-01-11 01:19:46.325000+00:00,2022-01-11 01:25:12.327000+00:00,Nf3 Nf6 c4 g6 Nc3 Bg7 e4 d6 d4 O-O Be2 e5 d5 a5 Be3 Ng4 Bg5 f6 Bh4 h5 Nd2 Nh6 f3 Na6 a3 Bd7 Rb1 Qe8 b4 axb4 axb4 g5 Bf2 g4 c5 f5 Nc4 fxe4 fxe4 Qg6 O-O g3 Bxg3 Ng4 cxd6 cxd6 Rxf8+ Rxf8 Nb6 Bc8 Nxc8 Rxc8 Bxg4 hxg4 Qd3 Bh6 Nb5 Qg5 Nxd6 Rc1+ Rxc1 Qxc1+ Qf1 Be3+ Bf2 Bxf2+ Kxf2 Qf4+ Kg1 Qxf1+ Kxf1 Nxb4 Nxb7,white,resign,E92,"King's Indian Defense: Petrosian Variation, Stein Defense",0 days 00:05:26.002000,36
YHNlscKs,dimke1997,uhlmannfan,2581,2664,2022-01-10 18:52:03.735000+00:00,2022-01-10 18:58:08.955000+00:00,d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd2 Bb7 Nf3 O-O Bd3 d6 a3 Bxc3 Bxc3 Ne4 Qc2 f5 O-O Nd7 Be1 c5 Nd2 d5 cxd5 exd5 f3 Nd6 Bg3 Qf6 Bxd6 Qxd6 Bxf5 Nf6 Rad1 Rae8 Rfe1 cxd4 exd4 Rxe1+ Rxe1 Qf4 Qd3 Ba6 Be6+ Kh8 Qe3 Qd6 Qe5 Qd8 Nb1 Re8 Qg3 h6 Nc3 Bd3 Qf2 Qe7 Re5 Qd6 Qe3 Bg6 Bh3 Rd8 Re6 Qc7 Re7 Qc4 g3 a5 Bf1 Qb3 Qd2 Re8 Rxe8+ Nxe8 Be2 Nd6 Bd1 Qc4 b3 Qc6 a4 b5 axb5 Nxb5 Nxb5 Qxb5 Qc3 Bf5 Bc2 Bh3 Qe1 Kg8 g4 Qc6 Bd3 Qf6 Kf2 Qxd4+ Qe3,white,outoftime,E43,Nimzo-Indian Defense: St. Petersburg Variation,0 days 00:06:05.220000,51
4Hnd78lt,dimke1997,Mastakmaestro,2581,2581,2022-01-10 16:53:47.534000+00:00,2022-01-10 16:59:34.941000+00:00,d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 c6 e3 h6 Bh4 Be7 Bd3 O-O Qc2 Ne8 Bxe7 Qxe7 Nf3 Nd6 O-O-O Bg4 Kb1 a5 Na4 Na6 h3 Bxf3 gxf3 Nb4 Qc5 Nxd3 Rxd3 Qf6 Rg1 Nc4 f4 Rab8 Nb6 Qf5 Rd1 Nxb6 Qxb6 a4 Qb4 Qxh3 Qxa4 Qf3 Qc2 g6 Rg1 Kg7 Rdd1 Rfe8 Rg3 Qe4 Qxe4 Rxe4 Rdg1 Kf6 Kc2 h5 Kd3 Ra8 a3 Ra4 Rc1 Re8 Rg5 Rh8 f3 Raa8 e4 Rad8 e5+ Ke6 Rh1 b6 f5+ gxf5 Rhxh5 Rxh5 Rxh5 Rg8 Rh6+ Rg6 Rxg6+ fxg6 f4 c5 dxc5 bxc5 b3 g5 fxg5 Kxe5 a4 f4 a5 f3 a6 c4+ bxc4 dxc4+ Ke3 c3 a7 c2 Kd2 f2 a8=Q c1=Q+ Kxc1 f1=Q+ Kd2 Qg2+,draw,draw,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",0 days 00:05:47.407000,59
ON6oT7Lw,dimke1997,v1993,2575,2622,2022-01-10 13:57:31.292000+00:00,2022-01-10 14:03:02.120000+00:00,d4 d5 c4 e6 Nc3 Nf6 cxd5 Nxd5 e4 Nxc3 bxc3 c5 Nf3 cxd4 cxd4 Bb4+ Bd2 Bxd2+ Qxd2 O-O Bc4 b6 O-O Ba6 Bxa6 Nxa6 Rad1 Rc8 Rfe1 Qd6 d5 exd5 e5 Qa3 Re3 Qa4 Nd4 Nc5 Nf5 Ne4 Ne7+ Kh8 Qxd5 Nc3 Rxc3 Rxc3 h3 Qe8 Qd6 Qb8 Qd4 Rc5 f4 Rc2 Nf5 Qb7 Ne3 Rc5 f5 h6 f6 gxf6 Qf4 Kh7 Nf5,white,resign,D35,Queen's Gambit Declined: Exchange Variation,0 days 00:05:30.828000,32
El2rA1zP,v1993,dimke1997,2629,2568,2022-01-10 13:52:20.835000+00:00,2022-01-10 13:57:24.793000+00:00,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nge2 O-O Be3 e5 f3 c6 Qd2 a6 g4 b5 Ng3 b4 Nd1 exd4 Bxd4 d5 g5 Nfd7 Bxg7 Kxg7 cxd5 Kg8 Ne3 Ne5 Be2 Qxg5 O-O-O Bb7 Kb1 Nbd7 Ngf5 cxd5 h4 Qf4 Ne7+ Kh8 N7xd5 Bxd5 Nxd5 Qxd2 Rxd2 Rad8 h5 a5 Bb5 Nxf3 Rf2 Nde5 Nf6 Kg7 Nd5 f5 hxg6 hxg6 Nf4 Nd4 Bf1 fxe4 Bh3 e3,black,resign,E86,King's Indian Defense: Sämisch Variation,0 days 00:05:03.958000,34
dYZ0gW43,ataberktr26,dimke1997,2542,2563,2022-01-10 10:46:15.308000+00:00,2022-01-10 10:51:24.345000+00:00,d4 Nf6 Bf4 d6 Nc3 Nbd7 e4 e5 Bg5 h6 Bh4 g5 Bg3 Bg7 d5 O-O h4 g4 h5 Nc5 Bd3 a5 f3 c6 Bh4 Qb6 Qd2 Nxh5 Nge2 Nf4 Nxf4 exf4 O-O-O a4 Be7 Re8 Bxd6 Nxd3+ Qxd3 cxd5 e5 Be6 Nxd5 Bxd5 Qxd5 a3 b3 Rad8 Qd4 Qc6 Qxf4 Rc8 Rd2 Re6 Kb1 Rxd6 Rxd6 Qxc2+,black,resign,A45,Indian Defense,0 days 00:05:09.037000,29
5jIg0WAg,dimke1997,ataberktr26,2557,2548,2022-01-10 10:42:31.014000+00:00,2022-01-10 10:46:10.352000+00:00,d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 Be7 e3 Nbd7 Bd3 c6 Qc2 h6 Bh4 Nf8 Nf3 Bg4 Ne5 Bh5 f4 N6d7 Bf2 Nxe5 dxe5 Bg6 f5 Bh7 O-O-O Nd7 Bg3 Bc5 Kb1 O-O e4 d4 Ne2 Qe7 e6 fxe6 fxe6 Qxe6 Bc4,white,resign,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",0 days 00:03:39.338000,22
AaEZPdXE,ataberktr26,dimke1997,2542,2563,2022-01-10 10:36:15.594000+00:00,2022-01-10 10:42:25.608000+00:00,e4 c6 Nc3 d5 exd5 cxd5 d4 Nc6 Bf4 Bf5 Bd3 Bxd3 Qxd3 e6 Qb5 Qc8 Nf3 a6 Qb6 Nf6 O-O-O Nd7 Qb3 b5 Nxd5 exd5 Rhe1+ Be7 Bd6 Kd8 Qxd5 Bxd6 Qxd6 Qc7 Qd5 Rc8 Qxf7 Nf6 Ng5 Qxf7 Nxf7+ Kd7 Nxh8 Rxh8 c3 Rf8 f3 Nd5 Rd2 Nf4 Re4 Na5 b3 Nd5 Kb2 Rc8 Rc2 Rc6 Re5 Kd6 Rg5 Rc7 Rh5 h6 Rh4 Nf6 Rh3 Nc6 Rg3 g5 h4 Nh5 Rh3 Nf4 Rh1 Nd3+ Kb1 b4 hxg5 hxg5 Rh6+ Kd5 cxb4 Ndxb4 Rc4 Re7 a3 Re1+ Kb2 Re2+ Kc1 Nd3+ Kd1 Rxg2 Rhxc6 Nb2+ Ke1 Nd3+ Kf1 Rf2+ Kg1,white,resign,B10,Caro-Kann Defense,0 days 00:06:10.014000,50
co1BdxOn,dimke1997,ataberktr26,2558,2547,2022-01-10 10:31:34.068000+00:00,2022-01-10 10:36:04.062000+00:00,d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd2 Bb7 Nf3 O-O Rc1 d6 Bd3 Nbd7 O-O e5 Ne1 g6 a3 Bxc3 Bxc3 Ne4 Bxe4 Bxe4 d5 g5 f3 Bg6 f4 f5 Nf3 g4 Ng5 Bf7 e4 exf4 Ne6 Bxe6 dxe6 Nc5 Rxf4 Nxe4 Rxe4 Qe7 Qd4 Rf6 Qxf6 Qxf6 Bxf6 fxe4 Re1 Re8 Rxe4 h5 h3 gxh3 gxh3 Kh7 h4 Kg6 Bg5 Kf5 Re2 c6 e7 d5 cxd5 cxd5 Kf2 d4 Ke1,white,resign,E43,Nimzo-Indian Defense: St. Petersburg Variation,0 days 00:04:29.994000,36
vQydPnrF,ataberktr26,dimke1997,2553,2552,2022-01-10 10:27:27.096000+00:00,2022-01-10 10:31:27.019000+00:00,e4 c5 Nc3 Nc6 f4 g6 Nf3 Bg7 Bc4 e6 O-O Nge7 Qe1 O-O d3 d5 Bb3 b5 Nxb5 Qb6 c4 Nb4 Qe2 a5 a3 Nbc6 Bc2 a4 e5 Ba6 Bxa4 Rfd8 Bc2 Bxb5 cxb5 Qxb5 Qf2 Nf5 Be3 Qxb2 Rfb1 Qc3 Bxc5 d4 Rb3 Qxa1+,black,resign,B23,Sicilian Defense: Grand Prix Attack,0 days 00:03:59.923000,23
2obr2JVN,dimke1997,Ushkothebear,2557,2620,2022-01-09 21:00:37.517000+00:00,2022-01-09 21:06:43.611000+00:00,d4 d5 c4 c6 Nc3 dxc4 e3 b5 a4 b4 Ne4 Qd5 Nd2 c3 bxc3 bxc3 Nb1 Qa5 Qb3 e5 dxe5 Be6 Qc2 Na6 Bxa6 Qxa6 Nxc3 Ne7 Nge2 Nd5 O-O Nb4 Qe4 Qd3 Ba3 Qxe4 Nxe4 Nc2 Bxf8 Rxf8 Rac1 Nb4 Nd6+ Ke7 Rfd1 Rfd8 Nd4 f6 exf6+ Kxf6 Ne4+ Ke5 Rc5+ Bd5 Nc3 Kf6 Nxd5+ Rxd5 Rxd5 cxd5 Rc1 Rb8 Rc7 Nc2 Rc6+ Kf7 g3 Nxd4 exd4 Rb4 Rc7+ Kf6 Rxa7 Rxd4 a5 Rd1+ Kg2 d4 a6 d3 Rd7 Ra1 a7 Ra6 Kf3 Ke6 Rxg7 Ra2 Ke3 d2 Ke2 h5 h4 Kf5 Rg5+ Ke4 Rxh5 Kd4 Rf5 Kc3 Rf4 Kc2 Rc4+ Kb3 Rd4 Kc3 Rd3+ Kc4 Rxd2 Ra6 Rd3 Rxa7 Rf3 Ra2+ Kf1 Ra1+ Kg2 Kd5 Rf4 Ke6 Rg4 Ke5 Rg5+ Kf6 h5 Kf7 h6 Ra8 Rh5 Kg6 g4 Ra1 h7 Rg1+,black,outoftime,D10,Slav Defense,0 days 00:06:06.094000,67
INovNCUG,CubaE8,dimke1997,2503,2552,2022-01-09 20:55:56.970000+00:00,2022-01-09 21:00:24.305000+00:00,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Nde2 g6 Ng3 Bg7 Be2 O-O O-O a6 f4 b5 a3 Bb7 Kh1 e5 f5 Nd4 Be3 d5 exd5 Nxd5 Bxd4 exd4 Nxd5 Bxd5 fxg6 hxg6 Bf3 Rc8 a4 Re8 axb5 axb5 Ra7 Bc4 Re1 Qh4 b3 Be5 Rxe5 Rxe5 bxc4 Rce8 Be2 Rxe2 Nxe2 Qf2 Qg1 Rxe2 Qxf2 Rxf2 Kg1 Rxc2 cxb5 d3 Kf1 Rc1+,black,resign,B56,Sicilian Defense: Spielmann Variation,0 days 00:04:27.335000,33
dQr3wlYy,dimke1997,mateusviageiro,2547,2506,2022-01-09 16:12:33.507000+00:00,2022-01-09 16:18:23.698000+00:00,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd2 c5 a3 Bxc3 Bxc3 cxd4 exd4 d5 Nf3 a6 b3 Nc6 Bd3 Bd7 O-O Rc8 Qe2 Na5 Rab1 Nxb3 Rxb3 dxc4 Bxc4 Qc7 Bd3 Ba4 Rb4 Qxc3 Rxa4 Nd5 Qe4 g6 Ne5 a5 Rc4 Qxa3 Rxc8 Rxc8 h4 Qe7 Bc4 Nf6 Qf3 a4 Rb1 Rc7 g4 a3 Ra1 h5 g5 Ng4 Bf1 Nxe5 dxe5 Qb4 Rxa3 Qxh4 Ra8+ Kh7 Qe3 Qg4+ Bg2 Qd1+ Kh2 Rc1 Qf4 Qg1+ Kh3 Rc3+ f3,white,resign,E46,Nimzo-Indian Defense: Normal Variation,0 days 00:05:50.191000,39
